path,predicted,correct,score
/home/k/retail/data/svhn/test/12006.png,14,14,-0.001110
/home/k/retail/data/svhn/test/12313.png,9,68,-1.561891
/home/k/retail/data/svhn/test/9648.png,41,41,-0.006413
/home/k/retail/data/svhn/test/3270.png,20,135,-3.146342
/home/k/retail/data/svhn/test/10978.png,727,227,-1.499163
/home/k/retail/data/svhn/test/9482.png,3,3,-0.000237
/home/k/retail/data/svhn/test/919.png,22,22,-0.000648
/home/k/retail/data/svhn/test/1977.png,17,14,-2.450552
/home/k/retail/data/svhn/test/5288.png,97,97,-0.000875
/home/k/retail/data/svhn/test/5988.png,8,8,-0.000504
/home/k/retail/data/svhn/test/6386.png,19,12,-1.756504
/home/k/retail/data/svhn/test/11861.png,4,4,-0.003407
/home/k/retail/data/svhn/test/5068.png,101,101,-0.003678
/home/k/retail/data/svhn/test/10473.png,32,37,-0.073350
/home/k/retail/data/svhn/test/4848.png,83,83,-0.000508
/home/k/retail/data/svhn/test/11840.png,27,27,-0.013699
/home/k/retail/data/svhn/test/3499.png,15,13,-0.746157
/home/k/retail/data/svhn/test/1336.png,00,1,-0.205910
/home/k/retail/data/svhn/test/5977.png,9,9,-0.002103
/home/k/retail/data/svhn/test/2625.png,61,61,-0.000677
/home/k/retail/data/svhn/test/2840.png,11,118,-0.199984
/home/k/retail/data/svhn/test/6989.png,26,26,-0.122722
/home/k/retail/data/svhn/test/9027.png,28,28,-0.000594
/home/k/retail/data/svhn/test/5356.png,134,134,-0.006141
/home/k/retail/data/svhn/test/12536.png,48,45,-1.181044
/home/k/retail/data/svhn/test/9103.png,6,6,-0.309972
/home/k/retail/data/svhn/test/9029.png,119,1779,-0.039909
/home/k/retail/data/svhn/test/466.png,9,50,-0.436062
/home/k/retail/data/svhn/test/3389.png,10,10,-0.233650
/home/k/retail/data/svhn/test/2295.png,34,32,-1.209033
/home/k/retail/data/svhn/test/7342.png,47,47,-0.000793
/home/k/retail/data/svhn/test/10024.png,17,17,-0.033623
/home/k/retail/data/svhn/test/3911.png,96,96,-0.148189
/home/k/retail/data/svhn/test/9176.png,2,2,-0.146096
/home/k/retail/data/svhn/test/11965.png,1,21,-1.162318
/home/k/retail/data/svhn/test/3742.png,52,52,-0.659498
/home/k/retail/data/svhn/test/5050.png,40,40,-0.212795
/home/k/retail/data/svhn/test/1222.png,3,37,-0.588444
/home/k/retail/data/svhn/test/4573.png,199,139,-1.062095
/home/k/retail/data/svhn/test/2933.png,4,5,-1.077022
/home/k/retail/data/svhn/test/11449.png,23,23,-0.003433
/home/k/retail/data/svhn/test/1090.png,43,40,-1.055147
/home/k/retail/data/svhn/test/11903.png,10,10,-0.005166
/home/k/retail/data/svhn/test/11969.png,5,50,-0.922739
/home/k/retail/data/svhn/test/7987.png,5,5,-0.001703
/home/k/retail/data/svhn/test/7104.png,17,17,-0.153351
/home/k/retail/data/svhn/test/2061.png,16,16,-0.000811
/home/k/retail/data/svhn/test/5822.png,211,211,-0.001087
/home/k/retail/data/svhn/test/528.png,99,98,-0.006778
/home/k/retail/data/svhn/test/8807.png,133,133,-0.364196
/home/k/retail/data/svhn/test/12282.png,32,7,-1.728156
/home/k/retail/data/svhn/test/5946.png,9,25,-1.346253
/home/k/retail/data/svhn/test/9601.png,50,60,-0.253432
/home/k/retail/data/svhn/test/766.png,8,8,-0.002616
/home/k/retail/data/svhn/test/10850.png,32,32,-0.005376
/home/k/retail/data/svhn/test/12677.png,21,21,-0.033908
/home/k/retail/data/svhn/test/5940.png,75,25,-0.004318
/home/k/retail/data/svhn/test/4314.png,14,14,-0.002397
/home/k/retail/data/svhn/test/29.png,19,19,-0.063015
/home/k/retail/data/svhn/test/10855.png,50,54,-0.218920
/home/k/retail/data/svhn/test/2094.png,2,2,-0.089283
/home/k/retail/data/svhn/test/7421.png,79,79,-0.000807
/home/k/retail/data/svhn/test/9028.png,76,76,-0.001037
/home/k/retail/data/svhn/test/8459.png,619,619,-0.064589
/home/k/retail/data/svhn/test/178.png,21,21,-0.019420
/home/k/retail/data/svhn/test/10102.png,137,12,-1.629076
/home/k/retail/data/svhn/test/9894.png,6,3,-1.502569
/home/k/retail/data/svhn/test/11446.png,12,12,-0.028028
/home/k/retail/data/svhn/test/11454.png,2,2,-0.978519
/home/k/retail/data/svhn/test/238.png,69,139,-3.048721
/home/k/retail/data/svhn/test/3185.png,27,24,-0.553784
/home/k/retail/data/svhn/test/11921.png,27,42,-0.001111
/home/k/retail/data/svhn/test/12907.png,18,18,-0.044313
/home/k/retail/data/svhn/test/2110.png,43,43,-0.517326
/home/k/retail/data/svhn/test/4112.png,45,45,-0.004498
/home/k/retail/data/svhn/test/6253.png,16,16,-0.008237
/home/k/retail/data/svhn/test/4776.png,55,55,-0.456766
/home/k/retail/data/svhn/test/4823.png,35,35,-0.000285
/home/k/retail/data/svhn/test/3675.png,17,17,-0.126603
/home/k/retail/data/svhn/test/6606.png,3,53,-0.253626
/home/k/retail/data/svhn/test/2275.png,1,1,-0.000348
/home/k/retail/data/svhn/test/425.png,17,17,-0.010937
/home/k/retail/data/svhn/test/7550.png,10,10,-0.000779
/home/k/retail/data/svhn/test/12001.png,5,5,-0.001983
/home/k/retail/data/svhn/test/9352.png,8,8,-0.005047
/home/k/retail/data/svhn/test/12424.png,130,119,-1.267910
/home/k/retail/data/svhn/test/4930.png,78,8,-0.345613
/home/k/retail/data/svhn/test/12328.png,79,79,-0.000456
/home/k/retail/data/svhn/test/4902.png,74,74,-0.019219
/home/k/retail/data/svhn/test/9742.png,53,51,-0.805488
/home/k/retail/data/svhn/test/5787.png,80,80,-0.000220
/home/k/retail/data/svhn/test/10666.png,40,21,-1.333877
/home/k/retail/data/svhn/test/10619.png,15,13,-0.370726
/home/k/retail/data/svhn/test/3781.png,38,38,-1.387443
/home/k/retail/data/svhn/test/12015.png,5,56,-1.954834
/home/k/retail/data/svhn/test/11753.png,71,71,-0.000119
/home/k/retail/data/svhn/test/802.png,28,28,-0.001263
/home/k/retail/data/svhn/test/3283.png,84,84,-0.000866
/home/k/retail/data/svhn/test/203.png,448,48,-0.606908
/home/k/retail/data/svhn/test/8083.png,26,26,-0.004885
/home/k/retail/data/svhn/test/2194.png,1026,1026,-0.011924
/home/k/retail/data/svhn/test/2426.png,27,8,-3.082582
/home/k/retail/data/svhn/test/3578.png,117,117,-0.003450
/home/k/retail/data/svhn/test/9174.png,13,13,-0.034589
/home/k/retail/data/svhn/test/6504.png,4,4,-0.000765
/home/k/retail/data/svhn/test/6126.png,3,3,-0.007691
/home/k/retail/data/svhn/test/8556.png,38,38,-0.000550
/home/k/retail/data/svhn/test/12791.png,25,25,-0.552472
/home/k/retail/data/svhn/test/10408.png,19,19,-0.003017
/home/k/retail/data/svhn/test/9124.png,3,3,-0.017537
/home/k/retail/data/svhn/test/3027.png,15,15,-0.000631
/home/k/retail/data/svhn/test/11387.png,5,5,-0.011682
/home/k/retail/data/svhn/test/10109.png,40,40,-0.000065
/home/k/retail/data/svhn/test/10675.png,39,39,-0.002405
/home/k/retail/data/svhn/test/670.png,93,93,-0.000089
/home/k/retail/data/svhn/test/7624.png,312,312,-0.029239
/home/k/retail/data/svhn/test/6503.png,15,16,-0.119301
/home/k/retail/data/svhn/test/7439.png,30,51,-0.920721
/home/k/retail/data/svhn/test/439.png,343,26,-2.587459
/home/k/retail/data/svhn/test/7509.png,4,4,-0.000554
/home/k/retail/data/svhn/test/9076.png,115,15,-0.054945
/home/k/retail/data/svhn/test/285.png,9,9,-0.010091
/home/k/retail/data/svhn/test/3714.png,7,7,-0.000390
/home/k/retail/data/svhn/test/282.png,19,21,-2.322864
/home/k/retail/data/svhn/test/2706.png,8,8,-0.004809
/home/k/retail/data/svhn/test/8974.png,60,19,-1.306116
/home/k/retail/data/svhn/test/3679.png,3,3,-0.700560
/home/k/retail/data/svhn/test/5468.png,527,52,-0.858727
/home/k/retail/data/svhn/test/1823.png,4,4,-0.034138
/home/k/retail/data/svhn/test/8012.png,19,19,-0.000752
/home/k/retail/data/svhn/test/10217.png,178,178,-0.037508
/home/k/retail/data/svhn/test/6834.png,33,23,-1.188133
/home/k/retail/data/svhn/test/9680.png,20,20,-0.000211
/home/k/retail/data/svhn/test/8824.png,70,67,-0.933851
/home/k/retail/data/svhn/test/8932.png,57,57,-0.000189
/home/k/retail/data/svhn/test/10986.png,49,46,-1.361980
/home/k/retail/data/svhn/test/11460.png,50,50,-0.010201
/home/k/retail/data/svhn/test/8126.png,3,2,-1.344074
/home/k/retail/data/svhn/test/4455.png,1,13,-0.054996
/home/k/retail/data/svhn/test/419.png,23,23,-0.421892
/home/k/retail/data/svhn/test/4014.png,100,100,-0.002743
/home/k/retail/data/svhn/test/1684.png,355,565,-0.421683
/home/k/retail/data/svhn/test/5319.png,51,51,-0.242161
/home/k/retail/data/svhn/test/5958.png,27,27,-0.000341
/home/k/retail/data/svhn/test/2035.png,276,1872,-3.961697
/home/k/retail/data/svhn/test/11261.png,7,71,-0.230375
/home/k/retail/data/svhn/test/9379.png,23,23,-1.303423
/home/k/retail/data/svhn/test/5934.png,4,4,-0.007065
/home/k/retail/data/svhn/test/6619.png,25,23,-0.008497
/home/k/retail/data/svhn/test/756.png,21,8,-1.634716
/home/k/retail/data/svhn/test/6357.png,39,309,-2.449014
/home/k/retail/data/svhn/test/2583.png,353,353,-0.030933
/home/k/retail/data/svhn/test/2158.png,14,24,-1.273013
/home/k/retail/data/svhn/test/490.png,6,6,-0.052661
/home/k/retail/data/svhn/test/11244.png,0,8,-0.863826
/home/k/retail/data/svhn/test/12963.png,11,17,-2.732816
/home/k/retail/data/svhn/test/7381.png,23,23,-0.002520
/home/k/retail/data/svhn/test/6841.png,2,2,-0.140079
/home/k/retail/data/svhn/test/9040.png,28,28,-0.014708
/home/k/retail/data/svhn/test/8420.png,163,105,-0.833994
/home/k/retail/data/svhn/test/7164.png,137,57,-4.379111
/home/k/retail/data/svhn/test/306.png,13,13,-0.003746
/home/k/retail/data/svhn/test/2453.png,14,14,-0.001493
/home/k/retail/data/svhn/test/1962.png,114,114,-0.002016
/home/k/retail/data/svhn/test/7219.png,31,317,-1.079632
/home/k/retail/data/svhn/test/12645.png,19,49,-0.016303
/home/k/retail/data/svhn/test/3759.png,70,10,-0.919041
/home/k/retail/data/svhn/test/2649.png,9,9,-0.083949
/home/k/retail/data/svhn/test/7798.png,60,16,-0.551852
/home/k/retail/data/svhn/test/8340.png,124,124,-0.013721
/home/k/retail/data/svhn/test/11427.png,53,53,-0.005206
/home/k/retail/data/svhn/test/2376.png,45,45,-0.001708
/home/k/retail/data/svhn/test/6119.png,15,135,-0.303227
/home/k/retail/data/svhn/test/12012.png,79,79,-0.000707
/home/k/retail/data/svhn/test/7463.png,18,89,-1.906243
/home/k/retail/data/svhn/test/11787.png,60,690,-1.940489
/home/k/retail/data/svhn/test/12770.png,9,9,-0.004159
/home/k/retail/data/svhn/test/12137.png,9,9,-0.011144
/home/k/retail/data/svhn/test/3235.png,49,43,-0.810755
/home/k/retail/data/svhn/test/4462.png,44,47,-0.043269
/home/k/retail/data/svhn/test/6204.png,38,138,-0.316076
/home/k/retail/data/svhn/test/3089.png,74,74,-0.004752
/home/k/retail/data/svhn/test/1123.png,275,275,-0.055586
/home/k/retail/data/svhn/test/3833.png,2,12,-0.830215
/home/k/retail/data/svhn/test/3541.png,35,55,-1.166842
/home/k/retail/data/svhn/test/8107.png,3,5,-1.052270
/home/k/retail/data/svhn/test/2065.png,31,31,-0.000421
/home/k/retail/data/svhn/test/9877.png,7,7,-1.276639
/home/k/retail/data/svhn/test/11622.png,110,110,-0.005005
/home/k/retail/data/svhn/test/1648.png,86,159,-1.835659
/home/k/retail/data/svhn/test/1223.png,412,412,-0.000543
/home/k/retail/data/svhn/test/5998.png,209,209,-0.022179
/home/k/retail/data/svhn/test/8601.png,11,11,-0.024482
/home/k/retail/data/svhn/test/4596.png,22,27,-0.107309
/home/k/retail/data/svhn/test/9447.png,17,17,-0.000175
/home/k/retail/data/svhn/test/12131.png,38,38,-0.000540
/home/k/retail/data/svhn/test/974.png,10,10,-0.244758
/home/k/retail/data/svhn/test/7279.png,243,243,-0.007331
/home/k/retail/data/svhn/test/11475.png,48,48,-0.000434
/home/k/retail/data/svhn/test/1399.png,9,62,-1.337630
/home/k/retail/data/svhn/test/2449.png,51,238,-4.187725
/home/k/retail/data/svhn/test/11202.png,15,15,-1.640495
/home/k/retail/data/svhn/test/10264.png,5,5,-0.002242
/home/k/retail/data/svhn/test/8383.png,38,38,-0.000260
/home/k/retail/data/svhn/test/1924.png,9,9,-0.000718
/home/k/retail/data/svhn/test/12786.png,38,38,-0.487381
/home/k/retail/data/svhn/test/11515.png,17,7,-1.331329
/home/k/retail/data/svhn/test/9580.png,5,5,-0.037809
/home/k/retail/data/svhn/test/3860.png,12,12,-0.001040
/home/k/retail/data/svhn/test/8111.png,12,12,-0.065411
/home/k/retail/data/svhn/test/4467.png,1,15,-0.479922
/home/k/retail/data/svhn/test/2391.png,10,11,-0.956795
/home/k/retail/data/svhn/test/2533.png,45,45,-0.000246
/home/k/retail/data/svhn/test/11315.png,91,91,-0.001366
/home/k/retail/data/svhn/test/11395.png,16,16,-0.555938
/home/k/retail/data/svhn/test/2627.png,52,27,-1.571360
/home/k/retail/data/svhn/test/1776.png,46,46,-0.000234
/home/k/retail/data/svhn/test/12751.png,39,3,-0.665950
/home/k/retail/data/svhn/test/3506.png,46,46,-0.468879
/home/k/retail/data/svhn/test/11709.png,12,12,-0.000453
/home/k/retail/data/svhn/test/1451.png,84,21,-0.367066
/home/k/retail/data/svhn/test/4935.png,9,9,-0.000927
/home/k/retail/data/svhn/test/4108.png,762,262,-0.930029
/home/k/retail/data/svhn/test/7580.png,41,41,-0.006051
/home/k/retail/data/svhn/test/5653.png,51,38,-0.602654
/home/k/retail/data/svhn/test/5072.png,24,24,-1.308447
/home/k/retail/data/svhn/test/9367.png,5,5,-1.326488
/home/k/retail/data/svhn/test/975.png,4,4,-0.001237
/home/k/retail/data/svhn/test/10165.png,92,92,-0.004465
/home/k/retail/data/svhn/test/1646.png,53,55,-0.420063
/home/k/retail/data/svhn/test/9336.png,13,13,-0.006059
/home/k/retail/data/svhn/test/11600.png,92,92,-0.000248
/home/k/retail/data/svhn/test/2196.png,33,33,-0.011090
/home/k/retail/data/svhn/test/3249.png,6,6,-0.026570
/home/k/retail/data/svhn/test/5393.png,726,728,-0.285110
/home/k/retail/data/svhn/test/6561.png,5,78,-2.411312
/home/k/retail/data/svhn/test/6392.png,680,680,-0.207424
/home/k/retail/data/svhn/test/7970.png,3,3,-0.000332
/home/k/retail/data/svhn/test/9790.png,88,88,-0.059075
/home/k/retail/data/svhn/test/9383.png,24,34,-0.457762
/home/k/retail/data/svhn/test/10430.png,84,34,-0.667061
/home/k/retail/data/svhn/test/13005.png,27,27,-0.000371
/home/k/retail/data/svhn/test/2720.png,30,303,-1.829753
/home/k/retail/data/svhn/test/945.png,6,10,-0.731343
/home/k/retail/data/svhn/test/5431.png,119,1,-0.929242
/home/k/retail/data/svhn/test/8904.png,16,16,-0.009321
/home/k/retail/data/svhn/test/4884.png,76,76,-0.000140
/home/k/retail/data/svhn/test/13031.png,36,36,-0.621837
/home/k/retail/data/svhn/test/12332.png,199,199,-0.725651
/home/k/retail/data/svhn/test/1995.png,1,1,-0.000591
/home/k/retail/data/svhn/test/1747.png,20,20,-0.049776
/home/k/retail/data/svhn/test/9011.png,3,3,-0.043703
/home/k/retail/data/svhn/test/661.png,6,7,-1.838785
/home/k/retail/data/svhn/test/4408.png,3,2,-0.370486
/home/k/retail/data/svhn/test/5394.png,29,128,-0.486827
/home/k/retail/data/svhn/test/2939.png,15,15,-0.001820
/home/k/retail/data/svhn/test/5223.png,35,55,-1.661081
/home/k/retail/data/svhn/test/9527.png,10,10,-0.006413
